model,r2_uniform,r2_weighted,mae_mean_pp,rmse_mean_pp,aitchison_mean,r2_tree_cover,r2_grassland,r2_cropland,r2_built_up,r2_bare_sparse,r2_water,mae_tree_cover_pp,mae_grassland_pp,mae_cropland_pp,mae_built_up_pp,mae_bare_sparse_pp,mae_water_pp,pct_valid_sum,pct_valid_range,pct_fully_valid,mean_sum,std_sum,name,feature_set,activation,n_layers,hidden_dim,dropout,lr,weight_decay,n_features,n_params,epochs,best_val_loss,elapsed_s
model,0.7889252718201144,0.9282346730110204,2.656190524086373,5.989612895244104,7.8172513965333,0.9489906262119819,0.8645599377930939,0.8447926664537584,0.9548499165000592,0.2768720255563164,0.8434864584054449,4.95487724620028,3.549873930744458,1.9201980166372763,4.930489000758169,0.27709010136653084,0.3046148488115232,100.0,100.0,100.0,1.0,7.360828391256291e-08,bands_indices_glcm_lbp_silu_L4_h256,bands_indices_glcm_lbp,silu,4,256,0.15,0.001,0.0001,924,437766,49,0.058022,43.3
model,0.7847703982603044,0.9202853848954525,2.7741408626636637,6.2862862653682825,7.829959349836601,0.9434065674299754,0.8539676746819638,0.8149841339681352,0.949743816817185,0.31334998451757123,0.8331702121469557,5.151108858516353,3.8722131871117513,1.9694735740626068,5.071821462341528,0.2822361006363217,0.2979919933134207,100.0,100.0,100.0,1.0,7.283274783276283e-08,bands_indices_glcm_lbp_geglu_L2_h256,bands_indices_glcm_lbp,geglu,2,256,0.15,0.001,0.0001,924,607750,35,0.061512,23.5
model,0.8118497677028605,0.9307180116095223,2.5911741893230826,5.8584178907466224,8.036743033847085,0.9495704614135712,0.8642398660429016,0.863677729409324,0.9555716189549452,0.39176137334340777,0.8462775570529874,4.812127825992672,3.554151362883041,1.804937188710826,4.779543495567746,0.28529301737658214,0.31099224540763376,100.0,100.0,100.0,1.0,7.251217937209731e-08,bands_indices_glcm_lbp_relu_L3_h256_d0.1,bands_indices_glcm_lbp,relu,3,256,0.1,0.001,0.0001,924,371462,85,0.059258,61.3
model,0.8065814118755599,0.9261127300841792,2.66205662951306,6.051818241138091,7.5803875768189934,0.9471011489933441,0.859018737389278,0.8317607000158936,0.9548239820384815,0.4139877964600569,0.8327961063562702,4.945269994004775,3.579053304538767,1.973593576239167,4.85921274242473,0.2969221281491826,0.3182880317217363,100.0,100.0,100.0,1.0,7.385315825558791e-08,bands_indices_glcm_lbp_silu_L3_h256_lr0.005,bands_indices_glcm_lbp,silu,3,256,0.15,0.005,0.0001,924,371462,62,0.06004,49.9
model,0.8007359923166173,0.9237268156457442,2.676178055504962,6.135921799378993,7.555298653692791,0.9448730830100466,0.8498974941951051,0.8441926718637538,0.9515433293005295,0.3793548651088541,0.8345545104213846,4.9947468534276105,3.7297175658882,1.8155037529443123,4.9771404234005505,0.2488383258681518,0.29112141150094656,100.0,100.0,100.0,1.0,7.300845794588895e-08,bands_indices_glcm_lbp_geglu_L3_h256_lr0.0005,bands_indices_glcm_lbp,geglu,3,256,0.15,0.0005,0.0001,924,739846,50,0.060836,45.6
model,0.7739568501348701,0.9162930978141164,2.858594479413672,6.4300563655922405,7.792880876393568,0.9394058625343141,0.844776226579384,0.8099451284820659,0.9475163796139691,0.2623338897372738,0.8397636138621716,5.329204051893731,3.850470295250071,2.1129188286102094,5.289330909061152,0.29343657766321113,0.276206214003658,100.0,100.0,100.0,1.0,7.321955308725592e-08,full_no_deltas_geglu_L3_h256,full_no_deltas,geglu,3,256,0.15,0.001,0.0001,1428,997894,33,0.066971,32.0
model,0.7821263893881077,0.9154225902830984,2.8591017110496235,6.444506905978898,7.866877766893063,0.9409757609226235,0.8352541098689075,0.8148220906554897,0.945644134467673,0.31632530496247524,0.8397369354514368,5.240840850686239,3.8844507644949235,2.1050776047576076,5.319312186602951,0.31389317541472384,0.29103568434129745,100.0,100.0,100.0,1.0,7.308022276220072e-08,full_no_deltas_silu_L3_h256,full_no_deltas,silu,3,256,0.15,0.001,0.0001,1428,500486,40,0.065464,29.5
model,0.8123396064085643,0.9248325548777506,2.7062807895340826,6.08583327707869,8.417398923960635,0.9484246320270877,0.8591330743352842,0.8199424460736371,0.9525345301257879,0.457049196041859,0.8369537598476945,4.905726082161738,3.667329086790847,2.0705456266656035,4.927880482628569,0.3080579274922114,0.3581455314655256,100.0,100.0,100.0,1.0,7.270469382092415e-08,full_no_deltas_relu_L3_h256,full_no_deltas,relu,3,256,0.15,0.001,0.0001,1428,500486,55,0.064246,41.3
model,0.8080627731078381,0.9154989315663631,2.8358785353875176,6.405617219907754,7.739328115671469,0.9406429574973703,0.8355059402394499,0.8047777294040631,0.9466421947861516,0.48212705494527974,0.8386807617746749,5.210370616103259,3.9410296874496256,2.072435346535761,5.232057401892592,0.26942818053396983,0.28994997980989645,100.0,100.0,100.0,1.0,7.312005578796743e-08,full_no_deltas_gelu_L3_h256,full_no_deltas,gelu,3,256,0.15,0.001,0.0001,1428,500486,42,0.06508,30.8
model,0.7696198531791137,0.9148187112991077,2.8156546004111838,6.488954976298529,7.82132196042326,0.9438096335006709,0.8396554689732443,0.794221803490115,0.9452997762450118,0.2602345222060106,0.8344979146595858,5.115703598020758,3.8080086359719254,2.0963857459914608,5.251985232692919,0.3126999082711023,0.30914448151893564,100.0,100.0,100.0,1.0,7.445009231332733e-08,full_no_deltas_geglu_L3_h128,full_no_deltas,geglu,3,128,0.15,0.001,0.0001,1428,433414,40,0.065867,24.3
model,0.763498243481208,0.9170020926458743,2.8184739121597966,6.407940784859445,7.5763622092824345,0.9416635160902289,0.83834669644198,0.8176272654699168,0.9480078242495594,0.18403063963390565,0.851313519001617,5.170734924223668,4.001719302071624,2.0480993397372758,5.142577417465217,0.2774429835708752,0.2702695058901214,100.0,100.0,100.0,1.0,7.372292287755045e-08,full_no_deltas_silu_L3_h512,full_no_deltas,silu,3,512,0.15,0.001,0.0001,1428,1263110,43,0.065379,57.3
model,0.8177436631972576,0.9231193704777154,2.7635420626912293,6.1350504392853145,8.436154903818032,0.9471882806047758,0.855870725434766,0.808786555234466,0.9521730579539132,0.5022434372589395,0.8401999226966451,4.949069472909416,3.705799290187294,2.22709300848169,5.028044067847731,0.32843212644473196,0.34281441027651155,100.0,100.0,100.0,1.0,7.274072544305454e-08,full_no_deltas_relu_L5_h256,full_no_deltas,relu,5,256,0.15,0.001,0.0001,1428,633094,55,0.063369,56.1
model,0.8029831399195668,0.9172613166630685,2.8075009437251666,6.348263492008931,7.7571888378266385,0.9418386398831133,0.8404504238739736,0.8033664503821509,0.948586976585153,0.432484026873441,0.851172321919526,5.155589829683524,3.844417752985733,2.135575072496242,5.167064272084719,0.2764772750298241,0.2658814600709555,100.0,100.0,100.0,1.0,7.315589556355917e-08,full_no_deltas_silu_L4_h256,full_no_deltas,silu,4,256,0.15,0.001,0.0001,1428,566790,43,0.065074,38.7
model,0.7754477598260175,0.914687774251156,2.864613570180936,6.481377498856687,8.01382458966819,0.9392987086493082,0.8346123034334075,0.800300244272232,0.9484503117614278,0.2884427076189008,0.8415822832207853,5.282835971130837,3.9708467099852167,2.1248267322367074,5.175176997164436,0.3283535893377393,0.3056414212306797,100.0,100.0,100.0,1.0,7.365969878492251e-08,full_no_deltas_geglu_L2_h256,full_no_deltas,geglu,2,256,0.15,0.001,0.0001,1428,865798,30,0.066658,22.1
model,0.8099916972655632,0.9203512954208142,2.856575312525312,6.240031876195538,8.63299832306402,0.942495302532371,0.8507121389979042,0.8177191063387566,0.9496036041612882,0.45861872344985266,0.8408013081131697,5.184669438590486,3.7444467117052,2.179358043747947,5.226570218051461,0.39453865878594574,0.4098688042708329,100.0,100.0,100.0,1.0,7.292065618003107e-08,full_no_deltas_relu_L3_h256_d0.1,full_no_deltas,relu,3,256,0.1,0.001,0.0001,1428,500486,50,0.065205,46.2
model,0.7777291871597085,0.9098347368062301,3.0863243409525056,6.637302501835994,8.032199026402992,0.9375508284623921,0.8356717890628157,0.785675510282757,0.9408607658943322,0.3293789585558259,0.8372372707000828,5.584005171106627,4.141666918327455,2.295006995221106,5.865452378698451,0.3285916638527342,0.30322291850866007,100.0,100.0,100.0,1.0,7.405397894899579e-08,full_no_deltas_silu_L3_h256_lr0.005,full_no_deltas,silu,3,256,0.15,0.005,0.0001,1428,500486,42,0.06736,36.8
model,0.7660811208494307,0.9178145009175895,2.7756657987544533,6.381738952711102,7.659675716728332,0.942401017691016,0.8544146335909788,0.8083250779585534,0.946380684305758,0.19687232442193126,0.8480929871283032,5.17319202000613,3.7604826193708836,2.02841566518481,5.144914625040104,0.2721630570977849,0.27482680582700403,100.0,100.0,100.0,1.0,7.302042348555915e-08,full_no_deltas_geglu_L3_h256_lr0.0005,full_no_deltas,geglu,3,256,0.15,0.0005,0.0001,1428,997894,38,0.065964,41.7
model,0.5833146785337174,0.8352597203215393,3.840342522034401,9.088355832788512,8.261353496132767,0.8874348305568502,0.6780455711659097,0.5991496427385782,0.9066158828947024,0.0020048681112608824,0.42663727573494115,6.966385892671094,5.404788447365956,2.960241270161726,6.679374122628837,0.33001569418643456,0.70124970519236,100.0,100.0,100.0,1.0,7.280075209337156e-08,extra_only_geglu_L3_h256,extra_only,geglu,3,256,0.15,0.001,0.0001,1425,996358,32,0.118758,33.6
model,0.5704771477586473,0.8423542686429717,3.742359942695798,8.951759960046092,8.379037537284608,0.9063771427559276,0.6984375311291751,0.5887756513711719,0.9082562687994541,0.023518862600851564,0.29749742989524486,6.51761799290237,5.31622118099481,3.10245140835378,6.481274663214536,0.33043674936968764,0.7061576613396102,100.0,100.0,100.0,1.0,7.264859647193589e-08,extra_only_silu_L3_h256,extra_only,silu,3,256,0.15,0.001,0.0001,1425,499718,37,0.111674,31.9
model,0.6124640243210181,0.8556533813356297,3.627949551752126,8.539596514909904,8.6329437391923,0.9049932719504692,0.7134148651226668,0.663584483300784,0.9156729192169683,0.008336679848007678,0.4687819264871612,6.483351130250416,5.188138255112237,2.8034115620670494,6.239603738648174,0.36584741581525315,0.6873452086196207,100.0,100.0,100.0,1.0,7.150521241783281e-08,extra_only_relu_L3_h256,extra_only,relu,3,256,0.15,0.001,0.0001,1425,499718,67,0.110163,56.3
model,0.5868883249334903,0.8398604241426587,3.8249079270692565,8.977827521321242,8.337410739513178,0.8994881563578815,0.692270910382321,0.5756759961077221,0.9086714016007185,0.04777959033474377,0.3974438948174891,6.707036781770899,5.424182681111367,3.238234634481741,6.595858235446403,0.3258797051351051,0.6582555244700252,100.0,100.0,100.0,1.0,7.324341311232274e-08,extra_only_gelu_L3_h256,extra_only,gelu,3,256,0.15,0.001,0.0001,1425,499718,36,0.114658,31.4
model,0.5630915859504266,0.8205419220987746,4.003944506082113,9.45591411725294,8.770336802939745,0.8892643052017415,0.6588297523714162,0.4982438091893361,0.8969565919320801,0.045330294875433275,0.3899247621324702,6.937946717986707,5.635046436016965,3.4536268934499557,6.892561634594085,0.40146029149502555,0.7030250629499367,100.0,100.0,100.0,1.0,7.270869417652648e-08,extra_only_geglu_L3_h128,extra_only,geglu,3,128,0.15,0.001,0.0001,1425,432646,33,0.124562,22.9
