model,r2_uniform,r2_weighted,mae_mean_pp,rmse_mean_pp,aitchison_mean,r2_tree_cover,r2_grassland,r2_cropland,r2_built_up,r2_bare_sparse,r2_water,mae_tree_cover_pp,mae_grassland_pp,mae_cropland_pp,mae_built_up_pp,mae_bare_sparse_pp,mae_water_pp,pct_valid_sum,pct_valid_range,pct_fully_valid,mean_sum,std_sum,name,section,activation,n_layers,hidden_dim,dropout,lr,weight_decay,l1_lambda,feature_set,n_features,n_params,epochs,best_val_loss,elapsed_s
model,0.7595859672906,0.9154395006723135,2.7486236244554028,6.490639120610544,7.556371804245811,0.9427225332064565,0.8367519743617409,0.7957835893979825,0.948952877201166,0.20907185725073496,0.8242329723254752,5.065034191246818,3.7170149055381754,2.0050959430691737,5.104268682660255,0.2867896451453466,0.31353837907264825,100.0,100.0,100.0,1.0,7.34498684096252e-08,arch_mish_L4_h256,architecture,mish,4,256,0.15,0.001,0.0001,0.0,all,2109,741126,56,0.061724,60.4
model,0.7634695009852189,0.917147558529016,2.7329509860354517,6.434578444944859,7.367233823334101,0.9427690767521416,0.8451527351876591,0.8035579794260046,0.9490969525952317,0.22507188177532067,0.8151683801749147,5.074200312343715,3.6541450900132064,1.9972728561632773,5.086580250950109,0.27163804951516485,0.3138693572272333,100.0,100.0,100.0,1.0,7.328316087296116e-08,arch_mish_L4_h512,architecture,mish,4,512,0.15,0.001,0.0001,0.0,all,2109,1875462,49,0.060126,90.9
model,0.7511509458433466,0.9187836580979993,2.7630172881072226,6.398509563380565,8.035753977087255,0.9457777814699482,0.8521165719908093,0.8040397886027502,0.9492449153508296,0.14813488253654572,0.807591735109157,5.038998670009113,3.710351486939753,2.0321651655117794,5.143694039906417,0.31860520966755174,0.33428915660872127,100.0,100.0,100.0,1.0,7.390045908550746e-08,arch_mish_L5_h128,architecture,mish,5,128,0.15,0.001,0.0001,0.0,all,2109,338182,48,0.05908,38.5
model,0.7450927947743948,0.9118983877143584,2.828528712317062,6.629070321185908,7.82001075433421,0.9363961005584273,0.8287959468184054,0.810087363679147,0.946360240557057,0.13724155626122903,0.8116755607720632,5.269101625342985,3.865758305562581,1.9700429088842848,5.266354714333546,0.2794731579021915,0.32044156187678663,100.0,100.0,100.0,1.0,7.299250626147114e-08,arch_mish_L5_h256,architecture,mish,5,256,0.15,0.001,0.0001,0.0,all,2109,807430,44,0.060932,52.8
model,0.7773100927376388,0.9180582293905873,2.720062781300779,6.386487754700848,7.459922432115189,0.9434699585847354,0.8396660461971136,0.8102520708754363,0.9504134684531578,0.3082003547831742,0.8118586575321775,4.9923187906387,3.721258413055753,1.9981908050258834,5.020338189384586,0.27127517354439845,0.3169953161553518,100.0,100.0,100.0,1.0,7.301245119606392e-08,arch_mish_L5_h512,architecture,mish,5,512,0.15,0.001,0.0001,0.0,all,2109,2139142,49,0.05999,106.2
model,0.741450154052642,0.9121594804976976,2.8411120857063756,6.617518647769506,7.69130465124425,0.9394888021229566,0.8246207206599033,0.7968978877564113,0.9479725397615759,0.11355283255900717,0.8261681414559526,5.153240248771789,3.9485045513870616,2.0939016563438226,5.183533286398035,0.3657018404642202,0.3017909308733247,100.0,100.0,100.0,1.0,7.367550836079317e-08,arch_geglu_L3_h1024,architecture,geglu,3,1024,0.15,0.001,0.0001,0.0,all,2109,8531974,29,0.063409,124.4
model,0.7736939988635662,0.9113539022080837,2.808006303032183,6.6129576078581085,7.310765406825015,0.9393162517312391,0.8336929571762357,0.7667509155512895,0.9478980956390446,0.3379949360424003,0.8165108370411365,5.159695905430133,3.7751242410888572,2.200314396700933,5.116162739527174,0.2721067658203389,0.32463376962566,100.0,100.0,100.0,1.0,7.307225047270549e-08,arch_gelu_L3_h1024,architecture,gelu,3,1024,0.15,0.001,0.0001,0.0,all,2109,4272134,47,0.06107,140.9
model,0.7555335612652746,0.9167378170403827,2.7767878273185853,6.477037666101518,7.507015971133115,0.9429159378581619,0.8433413884135244,0.8033352701273717,0.9497711171684896,0.20857639158776475,0.7852612624362967,5.111949154275773,3.7161992329615563,2.1007404868502175,5.104744917853071,0.2843227560167834,0.3427704159541116,100.0,100.0,100.0,1.0,7.369131793666384e-08,arch_silu_L3_h1024,architecture,silu,3,1024,0.15,0.001,0.0001,0.0,all,2109,4272134,41,0.057797,121.4
model,0.7768337213623632,0.9099920363258855,2.8401633655898078,6.646809337607597,7.638818659459801,0.9388219862668332,0.8385966345549377,0.7560533338456343,0.9453359051385286,0.35884956209365015,0.8233449062745407,5.1971006003536715,3.8016329015937997,2.256893700704115,5.189982429327264,0.2859227193841069,0.30944784217588855,100.0,100.0,100.0,1.0,7.269667889886477e-08,arch_geglu_L6_h256,architecture,geglu,6,256,0.15,0.001,0.0001,0.0,all,2109,1742854,53,0.065101,87.2
model,0.7543553551911643,0.9163884156008462,2.818274440788775,6.460144112767903,7.696213094672665,0.9407580773819646,0.8470456072161476,0.7988891897751439,0.9492497835371175,0.15805253320022894,0.8321369400363379,5.226373258718103,3.7586757204735775,2.1058519354853726,5.1968695150452,0.3166462933996812,0.3052299216107161,100.0,100.0,100.0,1.0,7.218615394322114e-08,arch_geglu_L8_h256,architecture,geglu,8,256,0.15,0.001,0.0001,0.0,all,2109,2007046,65,0.065077,131.3
model,0.7431918723111574,0.9159197436877919,2.7509854915714964,6.502219262106484,7.66743048210981,0.9457333473056153,0.839895793869915,0.7955160291960518,0.9479830035016011,0.11927425955509285,0.810748800438623,4.97795358085127,3.742015307087148,2.0776074661636783,5.088461645051241,0.2965721111114031,0.32330283916424185,100.0,100.0,100.0,1.0,7.286072900569707e-08,arch_gelu_L6_h256,architecture,gelu,6,256,0.15,0.001,0.0001,0.0,all,2109,873734,49,0.060429,67.1
model,0.7531030423104063,0.916200755110669,2.7824833434012595,6.480710693347448,7.903236743354887,0.9424377367225905,0.8454971451648244,0.8059447485193698,0.9472225449595197,0.16694520421770342,0.8105708742783901,5.06560986259853,3.6736674569109424,2.073019099441152,5.192769733476825,0.3585658421569288,0.3312680658231792,100.0,100.0,100.0,1.0,7.373477473038292e-08,arch_gelu_L8_h256,architecture,gelu,8,256,0.15,0.001,0.0001,0.0,all,2109,1006342,49,0.06146,77.5
model,0.7643548265224696,0.9183111253877665,2.691455661254552,6.3913177412347615,7.673143637056647,0.9452642096544761,0.8447417833070138,0.8071270911582646,0.9491778428052939,0.22223436107014605,0.817583671139581,4.957744050387042,3.637003487174088,1.9550965085226544,4.975928886208615,0.29929157987891875,0.32366945535599667,100.0,100.0,100.0,1.0,7.447746241950881e-08,arch_silu_L6_h256,architecture,silu,6,256,0.15,0.001,0.0001,0.0,all,2109,873734,51,0.060005,65.7
model,0.7901763140360784,0.9170608752509177,2.707152209346597,6.39290908041761,7.613222900426166,0.9436801076871413,0.841545056415887,0.793489631658476,0.9494318999325031,0.38508822691891464,0.8278229616035035,4.979948495437757,3.6583107106598614,2.0350245345207143,4.981623651281851,0.2826534779442115,0.30535238623518823,100.0,100.0,100.0,1.0,7.217001751769203e-08,arch_silu_L8_h256,architecture,silu,8,256,0.15,0.001,0.0001,0.0,all,2109,1006342,57,0.062341,89.2
model,0.7548982358028334,0.9147629492975579,2.8021800023247714,6.525388603033837,7.852312172363547,0.937137684707337,0.8411483427237858,0.812115255859375,0.9481061570966717,0.18059508859374163,0.8102868858360497,5.246867754492579,3.8093090312737985,2.0081141975256065,5.138349550205558,0.2817984007149745,0.32864107973611056,100.0,100.0,100.0,1.0,7.305631299914239e-08,train_lr0.0003_wd1e-05,training,geglu,3,256,0.15,0.0003,1e-05,0.0,all,2109,1346566,40,0.063291,44.5
model,0.754897564679215,0.9147632538187165,2.802179598387565,6.525378335801116,7.8523683900978165,0.9371377703037159,0.8411490596816171,0.8121171905539706,0.9481062475324407,0.18058744471212862,0.8102876752913761,5.246868256499779,3.8093109488135735,2.0081110750328306,5.138344914058582,0.28179948937973365,0.3286429065408915,100.0,100.0,100.0,1.0,7.297255422145099e-08,train_lr0.0003_wd0.0001,training,geglu,3,256,0.15,0.0003,0.0001,0.0,all,2109,1346566,40,0.063291,42.7
model,0.7548960097342623,0.9147641343534642,2.802175910508836,6.525348618218972,7.852490264640727,0.9371382179430168,0.8411513399325384,0.8121209694910634,0.9481066034598641,0.18056872687819814,0.8102902007008526,5.2468604745484555,3.8093067597277637,2.0081142772110887,5.138328748162882,0.28180002268628845,0.32864518071653676,100.0,100.0,100.0,1.0,7.328713280685406e-08,train_lr0.0003_wd0.001,training,geglu,3,256,0.15,0.0003,0.001,0.0,all,2109,1346566,40,0.06329,43.0
model,0.7486149634953239,0.914798297898218,2.776225429989696,6.528124723899957,7.638366878571689,0.9386337963209183,0.8404058443127795,0.7956691709012058,0.950297899221805,0.14500568784752133,0.8216773823676689,5.170988816683005,3.808478493250225,2.0430906646259275,5.053130423721697,0.2836173054525216,0.2980468762048002,100.0,100.0,100.0,1.0,7.452436534549634e-08,train_lr0.0005_wd1e-05,training,geglu,3,256,0.15,0.0005,1e-05,0.0,all,2109,1346566,40,0.062229,42.3
model,0.748614693975013,0.9147988531829452,2.7762166216888637,6.528106830516611,7.638406038860529,0.9386344958817902,0.8404062954047629,0.7956718336450864,0.9502980493453806,0.14500085440756105,0.8216766351654538,5.1709662767537,3.808477971419096,2.043073455343608,5.053115914581764,0.28361671541403005,0.2980493966209846,100.0,100.0,100.0,1.0,7.281675351578087e-08,train_lr0.0005_wd0.0001,training,geglu,3,256,0.15,0.0005,0.0001,0.0,all,2109,1346566,40,0.062229,42.9
model,0.7486127554393965,0.9148006210340082,2.776181151737306,6.528051485465336,7.638537424648172,0.9386374186898065,0.840407487905381,0.7956807921721682,0.950298019764522,0.14497917177773345,0.8216736423267242,5.170871727592712,3.808476924892617,2.0429987086862056,5.05306562089444,0.28361489575898446,0.298059032598877,100.0,100.0,100.0,1.0,7.471948748616342e-08,train_lr0.0005_wd0.001,training,geglu,3,256,0.15,0.0005,0.001,0.0,all,2109,1346566,40,0.062229,42.8
model,0.7372774010358699,0.9080631582180226,2.8250789692357423,6.768459509858003,7.25901898916072,0.9349344292492722,0.8311844644042005,0.7766176082128016,0.9444661658289698,0.12449677942808846,0.8119649590918354,5.287604154156784,3.7478076393252597,2.0967375861649753,5.231654549691879,0.27919282632730613,0.3074770597482473,100.0,100.0,100.0,1.0,7.36517904442735e-08,train_lr0.001_wd1e-05,training,geglu,3,256,0.15,0.001,1e-05,0.0,all,2109,1346566,45,0.063819,48.3
model,0.7372739528183322,0.9080629370912111,2.825078376600373,6.768472177655452,7.259053588413627,0.9349342318262139,0.8311848189375018,0.7766160861709652,0.9444662081613777,0.12447931810382906,0.8119630537100548,5.287609299629203,3.7477959212871657,2.096740636349165,5.231650040121667,0.279195263124489,0.307479099090549,100.0,100.0,100.0,1.0,7.423464865041751e-08,train_lr0.001_wd0.0001,training,geglu,3,256,0.15,0.001,0.0001,0.0,all,2109,1346566,45,0.063819,49.5
model,0.7372476974141552,0.9080609412075713,2.8250676884059662,6.7685820041071025,7.259241834119565,0.934932772350476,0.8311868254888554,0.7766034233155711,0.9444662906261766,0.12435314934348263,0.8119437233603196,5.28762969179828,3.7476813487623466,2.0967598251704396,5.231622206931146,0.2792107611390211,0.30750229663456474,100.0,100.0,100.0,1.0,7.360828391256291e-08,train_lr0.001_wd0.001,training,geglu,3,256,0.15,0.001,0.001,0.0,all,2109,1346566,45,0.063821,49.8
model,0.7672417303826348,0.9126066788895881,2.94758162597012,6.583740355021867,8.009163461933866,0.9369188116016846,0.8386132567819312,0.7883015187938883,0.9477442387798998,0.27983845962492016,0.8120340967134403,5.427603863244332,4.051173302175379,2.192163026344036,5.3733355936713405,0.29725309693546226,0.34396087345016974,100.0,100.0,100.0,1.0,7.354891806699015e-08,train_lr0.002_wd1e-05,training,geglu,3,256,0.15,0.002,1e-05,0.0,all,2109,1346566,30,0.064112,32.5
model,0.767242513989241,0.9126063939387533,2.947587629759542,6.583748855371578,8.009189672182789,0.936918570041053,0.838612986216152,0.7883003119302773,0.9477440352998143,0.2798453899544715,0.8120337904936328,5.427625640075736,4.051168058325752,2.192164579474086,5.373348799807706,0.29725609317642177,0.34396260769754977,100.0,100.0,100.0,1.0,7.29446156810809e-08,train_lr0.002_wd0.0001,training,geglu,3,256,0.15,0.002,0.0001,0.0,all,2109,1346566,30,0.064112,34.2
model,0.7672445828487339,0.912602533192136,2.9476524637090176,6.583875233266088,8.009419775002373,0.9369160451454597,0.8386099540907245,0.7882812375493073,0.947741398479935,0.2798880259353017,0.8120308358916302,5.427828825611361,4.051121390042427,2.192218173444342,5.373484811338161,0.2972854602021387,0.34397612161567803,100.0,100.0,100.0,1.0,7.373872534799375e-08,train_lr0.002_wd0.001,training,geglu,3,256,0.15,0.002,0.001,0.0,all,2109,1346566,30,0.064112,33.8
model,0.7675062658421661,0.912763697789334,2.8614382399937326,6.583371695838,7.590812985301555,0.9391589063844796,0.8354136578479164,0.7860975093117379,0.9478562482012501,0.29243325900638595,0.804078014301182,5.246376217421577,3.9953422321185017,2.0228784100559514,5.2866557092483495,0.2902563858193967,0.32712048529862114,100.0,100.0,100.0,1.0,7.235539101202448e-08,train_lr0.005_wd1e-05,training,geglu,3,256,0.15,0.005,1e-05,0.0,all,2109,1346566,42,0.06416,48.1
model,0.767484167909382,0.9127532788840247,2.861555760393859,6.583746374692685,7.590855025023366,0.939156574723682,0.8353847142180816,0.7860215331045142,0.9478572599519811,0.29240519631548567,0.8040797291425028,5.246753369217317,3.9953681761468163,2.023109194680443,5.286752969611712,0.2902607657235206,0.3270900869833457,100.0,100.0,100.0,1.0,7.328316087296116e-08,train_lr0.005_wd0.0001,training,geglu,3,256,0.15,0.005,0.0001,0.0,all,2109,1346566,42,0.064165,47.6
model,0.7671011641903472,0.912611405385091,2.861283765304763,6.5890036719635985,7.58936575085815,0.939137249965758,0.8350218611834859,0.7849677073514709,0.9478617162898066,0.291590660015263,0.8040277903362549,5.246306884396484,3.993284467130916,2.0260232695729954,5.284202089450519,0.29066433574577305,0.3272215455318929,100.0,100.0,100.0,1.0,7.375057009539887e-08,train_lr0.005_wd0.001,training,geglu,3,256,0.15,0.005,0.001,0.0,all,2109,1346566,42,0.064195,46.2
model,0.7266074184006657,0.8986968499363144,3.1184408069541463,7.08111353947247,8.331888259416115,0.929248881334048,0.8039575982560087,0.7332137858831393,0.9438188760635585,0.14872501452326103,0.8006803543439223,5.6265132779572316,4.397878715229022,2.4776339339746674,5.42389151656321,0.3967707479301404,0.38795665007060576,100.0,100.0,100.0,1.0,7.290468317933119e-08,train_drop0.0,training,geglu,3,256,0.0,0.001,0.0001,0.0,all,2109,1346566,27,0.066377,23.0
model,0.7284340926860967,0.9054727221754286,2.9869317940034468,6.870221036975038,8.11174671774189,0.9346395780117925,0.818812194450181,0.7534282133720043,0.9472933937982075,0.11653718328328477,0.7998939932010578,5.4734649074594985,4.0189997797143535,2.410264445501436,5.341963524688522,0.31883934034527317,0.3580587663115962,100.0,100.0,100.0,1.0,7.302042348555915e-08,train_drop0.05,training,geglu,3,256,0.05,0.001,0.0001,0.0,all,2109,1346566,28,0.064621,31.3
model,0.7437974999194842,0.9067571307738351,2.896308643335181,6.803489522468459,7.280505326587371,0.9338842822893373,0.826707870548099,0.768749946274662,0.9447053268774062,0.1777177247543681,0.8110198487729818,5.358620009602911,3.8902331807628974,2.2625302534703247,5.286546583309178,0.26582806687672866,0.3140937659890496,100.0,100.0,100.0,1.0,7.471559371197145e-08,train_drop0.1,training,geglu,3,256,0.1,0.001,0.0001,0.0,all,2109,1346566,45,0.063755,50.6
model,0.7654870694163037,0.9156151537807877,2.7657050230401716,6.4778525828285085,7.466302202078492,0.9389418920842036,0.8372032280733718,0.814361942269182,0.9486438485347464,0.2353175175915474,0.8184539879447317,5.197207285653796,3.754159976306642,1.9707556270196607,5.1046084935103,0.2670602971060917,0.3004384586445399,100.0,100.0,100.0,1.0,7.404218393958217e-08,train_drop0.2,training,geglu,3,256,0.2,0.001,0.0001,0.0,all,2109,1346566,40,0.061802,42.8
model,0.7634495798970714,0.915747716929497,2.783635312916137,6.4870583327252245,7.578679103990761,0.9402979731246496,0.8411401243120151,0.7943265297806278,0.9508316094762463,0.2447876675162688,0.8093135751725773,5.178013730669426,3.780943974592446,2.0919117616428826,5.07066834376918,0.26934709777063687,0.31092696905224715,100.0,100.0,100.0,1.0,7.417970948608854e-08,train_drop0.3,training,geglu,3,256,0.3,0.001,0.0001,0.0,all,2109,1346566,45,0.061231,49.6
model,0.766918580054076,0.9179366868786912,2.7035585322639695,6.3987223666397215,7.418885831838642,0.9432718865772405,0.8476979166536025,0.8069413561759409,0.9488443252394769,0.23338130678834856,0.8213746888898061,5.016716954282454,3.6177429300006656,1.973906169263467,5.03676911718234,0.26916650372961154,0.3070495191252762,100.0,100.0,100.0,1.0,7.284474179414246e-08,train_drop0.4,training,geglu,3,256,0.4,0.001,0.0001,0.0,all,2109,1346566,58,0.06125,62.6
model,0.7372737944133233,0.908062935826942,2.8250780632769215,6.7684723886702685,7.259053383999564,0.9349342493908684,0.8311848543167136,0.7766160982424186,0.9444661861748372,0.12447831400575349,0.811963064349299,5.287608264392415,3.7477951390241673,2.096740566663398,5.231649814654792,0.2791954205346788,0.30747917439208083,100.0,100.0,100.0,1.0,7.30762366174531e-08,l1_1e-06,l1_regularization,geglu,3,256,0.15,0.001,0.0001,1e-06,all,2109,1346566,45,0.063819,50.7
model,0.7372739240828882,0.9080629161463488,2.82507857967971,6.768472966382268,7.259053400367083,0.9349342302370839,0.8311848180830601,0.7766160339697765,0.9444661750341015,0.12447936344681709,0.8119629237264414,5.28760904143147,3.7477955656342274,2.0967409195653564,5.231651258272175,0.279195320871544,0.307479372303488,100.0,100.0,100.0,1.0,7.429738957398513e-08,l1_5e-06,l1_regularization,geglu,3,256,0.15,0.001,0.0001,5e-06,all,2109,1346566,45,0.063819,50.8
model,0.7372741189891382,0.9080629666495276,2.82507794102332,6.768471036015618,7.259053678209507,0.9349342425199328,0.8311848721561879,0.7766162507063676,0.9444662152634515,0.12448010130746878,0.8119630319813695,5.2876085104527775,3.7477947733875867,2.0967400959707185,5.23165000095544,0.27919515522777133,0.30747911014562856,100.0,100.0,100.0,1.0,7.463759743586706e-08,l1_1e-05,l1_regularization,geglu,3,256,0.15,0.001,0.0001,1e-05,all,2109,1346566,45,0.063819,52.3
model,0.7372735529792852,0.9080629673465772,2.8250773206306223,6.76847167891626,7.259053121821453,0.9349342611058772,0.8311850340970636,0.7766161027307066,0.9444662101905438,0.12447664810836401,0.8119630616431087,5.2876074306627965,3.7477923680678003,2.0967403111535567,5.231649260062008,0.27919546268815354,0.30747909114941907,100.0,100.0,100.0,1.0,7.392804235450967e-08,l1_5e-05,l1_regularization,geglu,3,256,0.15,0.001,0.0001,5e-05,all,2109,1346566,45,0.063819,52.7
model,0.7372733154603403,0.9080629874293765,2.825076467181968,6.768471551380801,7.25905122489078,0.9349343163297624,0.8311851300555606,0.7766158895053734,0.9444662446908261,0.12447553111363052,0.8119627810668395,5.287605318230564,3.747789469723259,2.096741013805755,5.2316477697469566,0.27919571219107353,0.30747951939419865,100.0,100.0,100.0,1.0,7.371107102471797e-08,l1_0.0001,l1_regularization,geglu,3,256,0.15,0.001,0.0001,0.0001,all,2109,1346566,45,0.063819,50.3
model,0.7372711643712485,0.9080631355838196,2.8250710702471986,6.768470347409005,7.259042896313888,0.9349346593969378,0.8311861556229991,0.7766133636735961,0.9444666231156993,0.12446418812166793,0.8119619962965421,5.2875909732158375,3.747770572935298,2.0967511626445865,5.231636232633175,0.2791969456397601,0.3074805344145366,100.0,100.0,100.0,1.0,7.409722257989415e-08,l1_0.0005,l1_regularization,geglu,3,256,0.15,0.001,0.0001,0.0005,all,2109,1346566,45,0.063819,53.0
model,0.7372739528183322,0.9080629370912111,2.825078376600373,6.768472177655452,7.259053588413627,0.9349342318262139,0.8311848189375018,0.7766160861709652,0.9444662081613777,0.12447931810382906,0.8119630537100548,5.287609299629203,3.7477959212871657,2.096740636349165,5.231650040121667,0.279195263124489,0.307479099090549,100.0,100.0,100.0,1.0,7.423464865041751e-08,feat_all_geglu_L3_h256,feature_ablation,geglu,3,256,0.15,0.001,0.0001,0.0,all,2109,1346566,45,0.063819,48.8
model,0.774710482308628,0.9170287427375325,2.7328196789821235,6.423625812990028,7.585582579502783,0.9426091053540985,0.8425614373078134,0.7932609497740948,0.9509942787621382,0.3008730019837754,0.8179641206698031,5.025702365552593,3.7048078361214243,2.0785823840690227,5.005335805007339,0.2796183351348996,0.30287134800746346,100.0,100.0,100.0,1.0,7.370316978949631e-08,feat_all_gelu_L3_h256,feature_ablation,gelu,3,256,0.15,0.001,0.0001,0.0,all,2109,674822,48,0.060338,44.7
model,0.7814062984875062,0.9182721151164317,2.7509636250113534,6.372729331277953,7.775564741569912,0.9436192117397875,0.844926219566682,0.8058634544190288,0.9498100983025711,0.3291906570962163,0.8150281498007117,5.0190695141623785,3.6907549997942297,2.0635805123262956,5.086362530603958,0.31164642274898624,0.33436777043227234,100.0,100.0,100.0,1.0,7.510045918479591e-08,feat_all_silu_L3_h256,feature_ablation,silu,3,256,0.15,0.001,0.0001,0.0,all,2109,674822,43,0.060015,38.3
model,0.8125875953455167,0.918291158004783,2.7819002833526354,6.314621806328469,7.385820501266137,0.9397528039862604,0.8402295470658838,0.8315872622319088,0.9479107468925003,0.49985101624640604,0.8161941956501093,5.25811706889619,3.7938430501831357,1.9109114379937817,5.145848068706744,0.2655200872727116,0.31716198706325316,100.0,100.0,100.0,1.0,7.303637516997696e-08,feat_bands_geglu_L3_h256,feature_ablation,geglu,3,256,0.15,0.001,0.0001,0.0,bands,480,512518,53,0.061537,43.9
model,0.7717564780805342,0.9207009410982095,2.803810494830343,6.287859661607949,7.808144567386644,0.9447691289749659,0.8563466121801909,0.8230074043255546,0.9481577105958792,0.22790873163088654,0.8303492807756879,5.283825837285819,3.677054473365164,1.9974713909855903,5.2916636427402945,0.2735186668009402,0.2993289578042479,100.0,100.0,100.0,1.0,7.248807776250032e-08,feat_bands_gelu_L3_h256,feature_ablation,gelu,3,256,0.15,0.001,0.0001,0.0,bands,480,257798,54,0.058725,38.2
model,0.8058374553873145,0.9241962515118842,2.724070741783632,6.114232142225444,7.774990637180695,0.9471489114100426,0.8617412023247967,0.844583567195355,0.9472943040710717,0.4081671098973426,0.8260896374252471,5.070708112916304,3.657758993683915,1.866153580744041,5.203434745254988,0.2424517113447615,0.30391730675777995,100.0,100.0,100.0,1.0,7.274072544305454e-08,feat_bands_silu_L3_h256,feature_ablation,silu,3,256,0.15,0.001,0.0001,0.0,bands,480,257798,75,0.057494,53.3
model,0.7968268407923579,0.9195962779765314,2.7619978754927366,6.287931314518791,7.817356722017669,0.9413785923947212,0.8432001749459532,0.8073023246081161,0.9534920818698052,0.39437807035361183,0.8412098005819004,5.149562160288758,3.8654630867696724,2.0192096140771443,4.963452900873995,0.2795158931257119,0.2947835978211366,100.0,100.0,100.0,1.0,7.183838590663072e-08,feat_indices_geglu_L3_h256,feature_ablation,geglu,3,256,0.15,0.001,0.0001,0.0,indices,318,429574,45,0.064085,36.0
model,0.7933719438299143,0.9249129282464167,2.6376558637073857,6.10986881701853,7.729700955694861,0.9482375798235494,0.8514806958780732,0.8276638183820973,0.9545751230888874,0.34103873261886486,0.8372357131879773,4.888944364647376,3.6774519374560692,1.8939679159022123,4.805821705906562,0.25507890658163246,0.3046703517504608,100.0,100.0,100.0,1.0,7.253627387626693e-08,feat_indices_gelu_L3_h256,feature_ablation,gelu,3,256,0.15,0.001,0.0001,0.0,indices,318,216326,75,0.058095,53.5
model,0.8051750709361158,0.9283311295055855,2.6050962577848193,5.97392344925851,7.769225818637301,0.9499012237272295,0.8591206187832556,0.8391449674057052,0.9564808225062067,0.39443330080715955,0.831969492387109,4.848640234656174,3.593289454382609,1.8490022184923298,4.7602813382263625,0.26612635674986435,0.31323794420157514,100.0,100.0,100.0,1.0,7.462199391738977e-08,feat_indices_silu_L3_h256,feature_ablation,silu,3,256,0.15,0.001,0.0001,0.0,indices,318,216326,67,0.057403,48.4
model,0.6577338333223263,0.8559386040892234,3.7135386061890117,8.395528085922177,8.031449256412827,0.8930680125771537,0.7365528632089602,0.6929601874614737,0.9055566062208013,0.028222136517859986,0.6900431939476497,7.032364547371933,4.695779963622105,2.5686473463918476,7.193830796693932,0.30270375152825135,0.48790523152600324,100.0,100.0,100.0,1.0,7.274473290408423e-08,feat_deltas_geglu_L3_h256,feature_ablation,geglu,3,256,0.15,0.001,0.0001,0.0,deltas,1251,907270,34,0.089824,33.7
model,0.6700623124815865,0.8748154835728712,3.4454230175561014,7.866962926917252,7.723693964432376,0.9089849497031605,0.7739503397101782,0.7672627835964797,0.9117789487619633,-0.035349084724154656,0.693745937841846,6.5174876133575905,4.410866713464858,2.22916149275561,6.764491331677208,0.31261923207679515,0.4379117220045463,100.0,100.0,100.0,1.0,7.187890815885112e-08,feat_deltas_gelu_L3_h256,feature_ablation,gelu,3,256,0.15,0.001,0.0001,0.0,deltas,1251,455174,51,0.078347,40.5
model,0.6651836317735172,0.8725034396467519,3.4882982107226486,7.9537966283151285,8.008807255395672,0.9116674958204771,0.7585377696096712,0.7402112047530549,0.9143115598628533,-0.014193084205981199,0.6805668448009774,6.456977385037925,4.578292406272713,2.3670926407681194,6.753449376914879,0.3206982074489254,0.4532792478933322,100.0,100.0,100.0,1.0,7.27167019931585e-08,feat_deltas_silu_L3_h256,feature_ablation,silu,3,256,0.15,0.001,0.0001,0.0,deltas,1251,455174,49,0.076496,38.4
model,0.7761479428050629,0.9203055510821858,2.6910090708542054,6.299173715705517,7.2893208820694655,0.945735983640428,0.8473623470291428,0.810655024957643,0.9511228194814038,0.2706099308249209,0.8314015508967999,4.911946588008773,3.647779029876369,2.11465810623612,4.909183960245285,0.27333115461253615,0.28915558614615283,100.0,100.0,100.0,1.0,7.451264849578365e-08,feat_no_deltas_geglu_L3_h256,feature_ablation,geglu,3,256,0.15,0.001,0.0001,0.0,no_deltas,858,706054,52,0.060303,48.2
model,0.7915507794952564,0.9272634632923676,2.65879556182044,6.029238898727149,7.877781916076924,0.9483942410816285,0.8582705030820047,0.8397336917533214,0.9559204371380025,0.3125252410071462,0.8344605629094018,4.898797296071578,3.6224824116572685,1.9864412229767443,4.83167988977769,0.29326728743376035,0.3201052630056028,100.0,100.0,100.0,1.0,7.2880716572854e-08,feat_no_deltas_gelu_L3_h256,feature_ablation,gelu,3,256,0.15,0.001,0.0001,0.0,no_deltas,858,354566,45,0.0561,35.9
model,0.7918916126196801,0.9252185052279581,2.6513273380480347,6.100505435696412,7.730592100486563,0.9493770787180795,0.8533279604107413,0.8263147446829024,0.9541443007464909,0.32987755379663597,0.8383080373631938,4.84099878114022,3.6527899885288027,1.9920147330345594,4.840909390951057,0.2729293406915744,0.30832179394199416,100.0,100.0,100.0,1.0,7.51585957914358e-08,feat_no_deltas_silu_L3_h256,feature_ablation,silu,3,256,0.15,0.001,0.0001,0.0,no_deltas,858,354566,57,0.055403,43.2
model,0.7766089384681693,0.9226895346607475,2.660822740565485,6.208713778846777,7.4243029000950775,0.9474686322200744,0.8450213798764572,0.828008354605614,0.952618833702926,0.25028013196816923,0.8362562984357369,4.916284516306912,3.655775038939029,1.9275792281203648,4.901569228358185,0.26700266678973394,0.29672576487868557,100.0,100.0,100.0,1.0,7.30483336042198e-08,feat_bands_and_indices_geglu_L3_h256,feature_ablation,geglu,3,256,0.15,0.001,0.0001,0.0,bands_and_indices,798,675334,47,0.059203,40.9
